,Date
2685,2023-08-14 09:45:00
2686,2023-08-14 09:50:00
2687,2023-08-14 09:55:00
2688,2023-08-14 10:00:00
2689,2023-08-14 10:05:00
2690,2023-08-14 10:10:00
2691,2023-08-14 10:15:00
2692,2023-08-14 10:20:00
2693,2023-08-14 10:25:00
2694,2023-08-14 10:30:00
2695,2023-08-14 10:35:00
2696,2023-08-14 10:40:00
2697,2023-08-14 10:45:00
2698,2023-08-14 10:50:00
2699,2023-08-14 10:55:00
2700,2023-08-14 11:00:00
2701,2023-08-14 11:05:00
2702,2023-08-14 11:10:00
2703,2023-08-14 11:15:00
2704,2023-08-14 11:20:00
2705,2023-08-14 11:25:00
2706,2023-08-14 11:30:00
2707,2023-08-14 11:35:00
2708,2023-08-14 11:40:00
2709,2023-08-14 11:45:00
2710,2023-08-14 11:50:00
2711,2023-08-14 11:55:00
2712,2023-08-14 12:00:00
2713,2023-08-14 12:05:00
2714,2023-08-14 12:10:00
2715,2023-08-14 12:15:00
2716,2023-08-14 12:20:00
2717,2023-08-14 12:25:00
2718,2023-08-14 12:30:00
2719,2023-08-14 12:35:00
2720,2023-08-14 12:40:00
2721,2023-08-14 12:45:00
2722,2023-08-14 12:50:00
2723,2023-08-14 12:55:00
2724,2023-08-14 13:00:00
2725,2023-08-14 13:05:00
2726,2023-08-14 13:10:00
2727,2023-08-14 13:15:00
2728,2023-08-14 13:20:00
2729,2023-08-14 13:25:00
2730,2023-08-14 13:30:00
2731,2023-08-14 13:35:00
2732,2023-08-14 13:40:00
2733,2023-08-14 13:45:00
2734,2023-08-14 13:50:00
2735,2023-08-14 13:55:00
2736,2023-08-15 08:00:00
2737,2023-08-15 08:05:00
2738,2023-08-15 08:10:00
2739,2023-08-15 08:15:00
2740,2023-08-15 08:20:00
2741,2023-08-15 08:25:00
2742,2023-08-15 08:30:00
2743,2023-08-15 08:35:00
2744,2023-08-15 08:40:00
2745,2023-08-15 08:45:00
2746,2023-08-15 08:50:00
2747,2023-08-15 08:55:00
2748,2023-08-15 09:00:00
2749,2023-08-15 09:05:00
2750,2023-08-15 09:10:00
2751,2023-08-15 09:15:00
2752,2023-08-15 09:20:00
2753,2023-08-15 09:25:00
2754,2023-08-15 09:30:00
2755,2023-08-15 09:35:00
2756,2023-08-15 09:40:00
2757,2023-08-15 09:45:00
2758,2023-08-15 09:50:00
2759,2023-08-15 09:55:00
2760,2023-08-15 10:00:00
2761,2023-08-15 10:05:00
2762,2023-08-15 10:10:00
2763,2023-08-15 10:15:00
2764,2023-08-15 10:20:00
2765,2023-08-15 10:25:00
2766,2023-08-15 10:30:00
2767,2023-08-15 10:35:00
2768,2023-08-15 10:40:00
2769,2023-08-15 10:45:00
2770,2023-08-15 10:50:00
2771,2023-08-15 10:55:00
2772,2023-08-15 11:00:00
2773,2023-08-15 11:05:00
2774,2023-08-15 11:10:00
2775,2023-08-15 11:15:00
2776,2023-08-15 11:20:00
2777,2023-08-15 11:25:00
2778,2023-08-15 11:30:00
2779,2023-08-15 11:35:00
2780,2023-08-15 11:40:00
2781,2023-08-15 11:45:00
2782,2023-08-15 11:50:00
2783,2023-08-15 11:55:00
2784,2023-08-15 12:00:00
2785,2023-08-15 12:05:00
2786,2023-08-15 12:10:00
2787,2023-08-15 12:15:00
2788,2023-08-15 12:20:00
2789,2023-08-15 12:25:00
2790,2023-08-15 12:30:00
2791,2023-08-15 12:35:00
2792,2023-08-15 12:40:00
2793,2023-08-15 12:45:00
2794,2023-08-15 12:50:00
2795,2023-08-15 12:55:00
2796,2023-08-15 13:00:00
2797,2023-08-15 13:05:00
2798,2023-08-15 13:10:00
2799,2023-08-15 13:15:00
2800,2023-08-15 13:20:00
2801,2023-08-15 13:25:00
2802,2023-08-15 13:30:00
2803,2023-08-15 13:35:00
2804,2023-08-15 13:40:00
2805,2023-08-15 13:45:00
2806,2023-08-15 13:50:00
2807,2023-08-15 13:55:00
2808,2023-08-16 08:00:00
2809,2023-08-16 08:05:00
2810,2023-08-16 08:10:00
2811,2023-08-16 08:15:00
2812,2023-08-16 08:20:00
2813,2023-08-16 08:25:00
2814,2023-08-16 08:30:00
2815,2023-08-16 08:35:00
2816,2023-08-16 08:40:00
2817,2023-08-16 08:45:00
2818,2023-08-16 08:50:00
2819,2023-08-16 08:55:00
2820,2023-08-16 09:00:00
2821,2023-08-16 09:05:00
2822,2023-08-16 09:10:00
2823,2023-08-16 09:15:00
2824,2023-08-16 09:20:00
2825,2023-08-16 09:25:00
2826,2023-08-16 09:30:00
2827,2023-08-16 09:35:00
2828,2023-08-16 09:40:00
2829,2023-08-16 09:45:00
2830,2023-08-16 09:50:00
2831,2023-08-16 09:55:00
2832,2023-08-16 10:00:00
2833,2023-08-16 10:05:00
2834,2023-08-16 10:10:00
2835,2023-08-16 10:15:00
2836,2023-08-16 10:20:00
2837,2023-08-16 10:25:00
2838,2023-08-16 10:30:00
2839,2023-08-16 10:35:00
2840,2023-08-16 10:40:00
2841,2023-08-16 10:45:00
2842,2023-08-16 10:50:00
2843,2023-08-16 10:55:00
2844,2023-08-16 11:00:00
2845,2023-08-16 11:05:00
2846,2023-08-16 11:10:00
2847,2023-08-16 11:15:00
2848,2023-08-16 11:20:00
2849,2023-08-16 11:25:00
2850,2023-08-16 11:30:00
2851,2023-08-16 11:35:00
2852,2023-08-16 11:40:00
2853,2023-08-16 11:45:00
2854,2023-08-16 11:50:00
2855,2023-08-16 11:55:00
2856,2023-08-16 12:00:00
2857,2023-08-16 12:05:00
2858,2023-08-16 12:10:00
2859,2023-08-16 12:15:00
2860,2023-08-16 12:20:00
2861,2023-08-16 12:25:00
2862,2023-08-16 12:30:00
2863,2023-08-16 12:35:00
2864,2023-08-16 12:40:00
2865,2023-08-16 12:45:00
2866,2023-08-16 12:50:00
2867,2023-08-16 12:55:00
2868,2023-08-16 13:00:00
2869,2023-08-16 13:05:00
2870,2023-08-16 13:10:00
2871,2023-08-16 13:15:00
2872,2023-08-16 13:20:00
2873,2023-08-16 13:25:00
2874,2023-08-16 13:30:00
2875,2023-08-16 13:35:00
2876,2023-08-16 13:40:00
2877,2023-08-16 13:45:00
2878,2023-08-16 13:50:00
2879,2023-08-16 13:55:00
2880,2023-08-17 08:00:00
2881,2023-08-17 08:05:00
2882,2023-08-17 08:10:00
2883,2023-08-17 08:15:00
2884,2023-08-17 08:20:00
2885,2023-08-17 08:25:00
2886,2023-08-17 08:30:00
2887,2023-08-17 08:35:00
2888,2023-08-17 08:40:00
2889,2023-08-17 08:45:00
2890,2023-08-17 08:50:00
2891,2023-08-17 08:55:00
2892,2023-08-17 09:00:00
2893,2023-08-17 09:05:00
2894,2023-08-17 09:10:00
2895,2023-08-17 09:15:00
2896,2023-08-17 09:20:00
2897,2023-08-17 09:25:00
2898,2023-08-17 09:30:00
2899,2023-08-17 09:35:00
2900,2023-08-17 09:40:00
2901,2023-08-17 09:45:00
2902,2023-08-17 09:50:00
2903,2023-08-17 09:55:00
2904,2023-08-17 10:00:00
2905,2023-08-17 10:05:00
2906,2023-08-17 10:10:00
2907,2023-08-17 10:15:00
2908,2023-08-17 10:20:00
2909,2023-08-17 10:25:00
2910,2023-08-17 10:30:00
2911,2023-08-17 10:35:00
2912,2023-08-17 10:40:00
2913,2023-08-17 10:45:00
2914,2023-08-17 10:50:00
2915,2023-08-17 10:55:00
2916,2023-08-17 11:00:00
2917,2023-08-17 11:05:00
2918,2023-08-17 11:10:00
2919,2023-08-17 11:15:00
2920,2023-08-17 11:20:00
2921,2023-08-17 11:25:00
2922,2023-08-17 11:30:00
2923,2023-08-17 11:35:00
2924,2023-08-17 11:40:00
2925,2023-08-17 11:45:00
2926,2023-08-17 11:50:00
2927,2023-08-17 11:55:00
2928,2023-08-17 12:00:00
2929,2023-08-17 12:05:00
2930,2023-08-17 12:10:00
2931,2023-08-17 12:15:00
2932,2023-08-17 12:20:00
2933,2023-08-17 12:25:00
2934,2023-08-17 12:30:00
2935,2023-08-17 12:35:00
2936,2023-08-17 12:40:00
2937,2023-08-17 12:45:00
2938,2023-08-17 12:50:00
2939,2023-08-17 12:55:00
2940,2023-08-17 13:00:00
2941,2023-08-17 13:05:00
2942,2023-08-17 13:10:00
2943,2023-08-17 13:15:00
2944,2023-08-17 13:20:00
2945,2023-08-17 13:25:00
2946,2023-08-17 13:30:00
2947,2023-08-17 13:35:00
2948,2023-08-17 13:40:00
2949,2023-08-17 13:45:00
2950,2023-08-17 13:50:00
2951,2023-08-17 13:55:00
2952,2023-08-18 08:00:00
2953,2023-08-18 08:05:00
2954,2023-08-18 08:10:00
2955,2023-08-18 08:15:00
2956,2023-08-18 08:20:00
2957,2023-08-18 08:25:00
2958,2023-08-18 08:30:00
2959,2023-08-18 08:35:00
2960,2023-08-18 08:40:00
2961,2023-08-18 08:45:00
2962,2023-08-18 08:50:00
2963,2023-08-18 08:55:00
2964,2023-08-18 09:00:00
2965,2023-08-18 09:05:00
2966,2023-08-18 09:10:00
2967,2023-08-18 09:15:00
2968,2023-08-18 09:20:00
2969,2023-08-18 09:25:00
2970,2023-08-18 09:30:00
2971,2023-08-18 09:35:00
2972,2023-08-18 09:40:00
2973,2023-08-18 09:45:00
2974,2023-08-18 09:50:00
2975,2023-08-18 09:55:00
2976,2023-08-18 10:00:00
2977,2023-08-18 10:05:00
2978,2023-08-18 10:10:00
2979,2023-08-18 10:15:00
2980,2023-08-18 10:20:00
2981,2023-08-18 10:25:00
2982,2023-08-18 10:30:00
2983,2023-08-18 10:35:00
2984,2023-08-18 10:40:00
2985,2023-08-18 10:45:00
2986,2023-08-18 10:50:00
2987,2023-08-18 10:55:00
2988,2023-08-18 11:00:00
2989,2023-08-18 11:05:00
2990,2023-08-18 11:10:00
2991,2023-08-18 11:15:00
2992,2023-08-18 11:20:00
2993,2023-08-18 11:25:00
2994,2023-08-18 11:30:00
2995,2023-08-18 11:35:00
2996,2023-08-18 11:40:00
2997,2023-08-18 11:45:00
2998,2023-08-18 11:50:00
2999,2023-08-18 11:55:00
3000,2023-08-18 12:00:00
3001,2023-08-18 12:05:00
3002,2023-08-18 12:10:00
3003,2023-08-18 12:15:00
3004,2023-08-18 12:20:00
3005,2023-08-18 12:25:00
3006,2023-08-18 12:30:00
3007,2023-08-18 12:35:00
3008,2023-08-18 12:40:00
3009,2023-08-18 12:45:00
3010,2023-08-18 12:50:00
3011,2023-08-18 12:55:00
3012,2023-08-18 13:00:00
3013,2023-08-18 13:05:00
3014,2023-08-18 13:10:00
3015,2023-08-18 13:15:00
3016,2023-08-18 13:20:00
3017,2023-08-18 13:25:00
3018,2023-08-18 13:30:00
3019,2023-08-18 13:35:00
3020,2023-08-18 13:40:00
3021,2023-08-18 13:45:00
3022,2023-08-18 13:50:00
3023,2023-08-18 13:55:00
3024,2023-08-19 08:00:00
3025,2023-08-19 08:05:00
3026,2023-08-19 08:10:00
3027,2023-08-19 08:15:00
3028,2023-08-19 08:20:00
3029,2023-08-19 08:25:00
3030,2023-08-19 08:30:00
3031,2023-08-19 08:35:00
3032,2023-08-19 08:40:00
3033,2023-08-19 08:45:00
3034,2023-08-19 08:50:00
3035,2023-08-19 08:55:00
3036,2023-08-19 09:00:00
3037,2023-08-19 09:05:00
3038,2023-08-19 09:10:00
3039,2023-08-19 09:15:00
3040,2023-08-19 09:20:00
3041,2023-08-19 09:25:00
3042,2023-08-19 09:30:00
3043,2023-08-19 09:35:00
3044,2023-08-19 09:40:00
3045,2023-08-19 09:45:00
3046,2023-08-19 09:50:00
3047,2023-08-19 09:55:00
3048,2023-08-19 10:00:00
3049,2023-08-19 10:05:00
3050,2023-08-19 10:10:00
3051,2023-08-19 10:15:00
3052,2023-08-19 10:20:00
3053,2023-08-19 10:25:00
3054,2023-08-19 10:30:00
3055,2023-08-19 10:35:00
3056,2023-08-19 10:40:00
3057,2023-08-19 10:45:00
3058,2023-08-19 10:50:00
3059,2023-08-19 10:55:00
3060,2023-08-19 11:00:00
3061,2023-08-19 11:05:00
3062,2023-08-19 11:10:00
3063,2023-08-19 11:15:00
3064,2023-08-19 11:20:00
3065,2023-08-19 11:25:00
3066,2023-08-19 11:30:00
3067,2023-08-19 11:35:00
3068,2023-08-19 11:40:00
3069,2023-08-19 11:45:00
3070,2023-08-19 11:50:00
3071,2023-08-19 11:55:00
3072,2023-08-19 12:00:00
3073,2023-08-19 12:05:00
3074,2023-08-19 12:10:00
3075,2023-08-19 12:15:00
3076,2023-08-19 12:20:00
3077,2023-08-19 12:25:00
3078,2023-08-19 12:30:00
3079,2023-08-19 12:35:00
3080,2023-08-19 12:40:00
3081,2023-08-19 12:45:00
3082,2023-08-19 12:50:00
3083,2023-08-19 12:55:00
3084,2023-08-19 13:00:00
3085,2023-08-19 13:05:00
3086,2023-08-19 13:10:00
3087,2023-08-19 13:15:00
3088,2023-08-19 13:20:00
3089,2023-08-19 13:25:00
3090,2023-08-19 13:30:00
3091,2023-08-19 13:35:00
3092,2023-08-19 13:40:00
3093,2023-08-19 13:45:00
3094,2023-08-19 13:50:00
3095,2023-08-19 13:55:00
3096,2023-08-20 08:00:00
3097,2023-08-20 08:05:00
3098,2023-08-20 08:10:00
3099,2023-08-20 08:15:00
3100,2023-08-20 08:20:00
3101,2023-08-20 08:25:00
3102,2023-08-20 08:30:00
3103,2023-08-20 08:35:00
3104,2023-08-20 08:40:00
3105,2023-08-20 08:45:00
3106,2023-08-20 08:50:00
3107,2023-08-20 08:55:00
3108,2023-08-20 09:00:00
3109,2023-08-20 09:05:00
3110,2023-08-20 09:10:00
3111,2023-08-20 09:15:00
3112,2023-08-20 09:20:00
3113,2023-08-20 09:25:00
3114,2023-08-20 09:30:00
3115,2023-08-20 09:35:00
3116,2023-08-20 09:40:00
3117,2023-08-20 09:45:00
3118,2023-08-20 09:50:00
3119,2023-08-20 09:55:00
3120,2023-08-20 10:00:00
3121,2023-08-20 10:05:00
3122,2023-08-20 10:10:00
3123,2023-08-20 10:15:00
3124,2023-08-20 10:20:00
3125,2023-08-20 10:25:00
3126,2023-08-20 10:30:00
3127,2023-08-20 10:35:00
3128,2023-08-20 10:40:00
3129,2023-08-20 10:45:00
3130,2023-08-20 10:50:00
3131,2023-08-20 10:55:00
3132,2023-08-20 11:00:00
3133,2023-08-20 11:05:00
3134,2023-08-20 11:10:00
3135,2023-08-20 11:15:00
3136,2023-08-20 11:20:00
3137,2023-08-20 11:25:00
3138,2023-08-20 11:30:00
3139,2023-08-20 11:35:00
3140,2023-08-20 11:40:00
3141,2023-08-20 11:45:00
3142,2023-08-20 11:50:00
3143,2023-08-20 11:55:00
3144,2023-08-20 12:00:00
3145,2023-08-20 12:05:00
3146,2023-08-20 12:10:00
3147,2023-08-20 12:15:00
3148,2023-08-20 12:20:00
3149,2023-08-20 12:25:00
3150,2023-08-20 12:30:00
3151,2023-08-20 12:35:00
3152,2023-08-20 12:40:00
3153,2023-08-20 12:45:00
3154,2023-08-20 12:50:00
3155,2023-08-20 12:55:00
3156,2023-08-20 13:00:00
3157,2023-08-20 13:05:00
3158,2023-08-20 13:10:00
3159,2023-08-20 13:15:00
3160,2023-08-20 13:20:00
3161,2023-08-20 13:25:00
3162,2023-08-20 13:30:00
3163,2023-08-20 13:35:00
3164,2023-08-20 13:40:00
3165,2023-08-20 13:45:00
3166,2023-08-20 13:50:00
3167,2023-08-20 13:55:00
3168,2023-08-21 08:00:00
3169,2023-08-21 08:05:00
3170,2023-08-21 08:10:00
3171,2023-08-21 08:15:00
3172,2023-08-21 08:20:00
3173,2023-08-21 08:25:00
3174,2023-08-21 08:30:00
3175,2023-08-21 08:35:00
3176,2023-08-21 08:40:00
3177,2023-08-21 08:45:00
3178,2023-08-21 08:50:00
3179,2023-08-21 08:55:00
3180,2023-08-21 09:00:00
3181,2023-08-21 09:05:00
3182,2023-08-21 09:10:00
3183,2023-08-21 09:15:00
3184,2023-08-21 09:20:00
3185,2023-08-21 09:25:00
3186,2023-08-21 09:30:00
3187,2023-08-21 09:35:00
3188,2023-08-21 09:40:00
3189,2023-08-21 09:45:00
3190,2023-08-21 09:50:00
3191,2023-08-21 09:55:00
3192,2023-08-21 10:00:00
3193,2023-08-21 10:05:00
3194,2023-08-21 10:10:00
3195,2023-08-21 10:15:00
3196,2023-08-21 10:20:00
3197,2023-08-21 10:25:00
3198,2023-08-21 10:30:00
3199,2023-08-21 10:35:00
3200,2023-08-21 10:40:00
3201,2023-08-21 10:45:00
3202,2023-08-21 10:50:00
3203,2023-08-21 10:55:00
3204,2023-08-21 11:00:00
3205,2023-08-21 11:05:00
3206,2023-08-21 11:10:00
3207,2023-08-21 11:15:00
3208,2023-08-21 11:20:00
3209,2023-08-21 11:25:00
3210,2023-08-21 11:30:00
3211,2023-08-21 11:35:00
3212,2023-08-21 11:40:00
3213,2023-08-21 11:45:00
3214,2023-08-21 11:50:00
3215,2023-08-21 11:55:00
3216,2023-08-21 12:00:00
3217,2023-08-21 12:05:00
3218,2023-08-21 12:10:00
3219,2023-08-21 12:15:00
3220,2023-08-21 12:20:00
3221,2023-08-21 12:25:00
3222,2023-08-21 12:30:00
3223,2023-08-21 12:35:00
3224,2023-08-21 12:40:00
3225,2023-08-21 12:45:00
3226,2023-08-21 12:50:00
3227,2023-08-21 12:55:00
3228,2023-08-21 13:00:00
3229,2023-08-21 13:05:00
3230,2023-08-21 13:10:00
3231,2023-08-21 13:15:00
3232,2023-08-21 13:20:00
3233,2023-08-21 13:25:00
3234,2023-08-21 13:30:00
3235,2023-08-21 13:35:00
3236,2023-08-21 13:40:00
3237,2023-08-21 13:45:00
3238,2023-08-21 13:50:00
3239,2023-08-21 13:55:00
3240,2023-08-22 08:00:00
3241,2023-08-22 08:05:00
3242,2023-08-22 08:10:00
3243,2023-08-22 08:15:00
3244,2023-08-22 08:20:00
3245,2023-08-22 08:25:00
3246,2023-08-22 08:30:00
3247,2023-08-22 08:35:00
3248,2023-08-22 08:40:00
3249,2023-08-22 08:45:00
3250,2023-08-22 08:50:00
3251,2023-08-22 08:55:00
3252,2023-08-22 09:00:00
3253,2023-08-22 09:05:00
3254,2023-08-22 09:10:00
3255,2023-08-22 09:15:00
3256,2023-08-22 09:20:00
3257,2023-08-22 09:25:00
3258,2023-08-22 09:30:00
3259,2023-08-22 09:35:00
3260,2023-08-22 09:40:00
3261,2023-08-22 09:45:00
3262,2023-08-22 09:50:00
3263,2023-08-22 09:55:00
3264,2023-08-22 10:00:00
3265,2023-08-22 10:05:00
3266,2023-08-22 10:10:00
3267,2023-08-22 10:15:00
3268,2023-08-22 10:20:00
3269,2023-08-22 10:25:00
3270,2023-08-22 10:30:00
3271,2023-08-22 10:35:00
3272,2023-08-22 10:40:00
3273,2023-08-22 10:45:00
3274,2023-08-22 10:50:00
3275,2023-08-22 10:55:00
3276,2023-08-22 11:00:00
3277,2023-08-22 11:05:00
3278,2023-08-22 11:10:00
3279,2023-08-22 11:15:00
3280,2023-08-22 11:20:00
3281,2023-08-22 11:25:00
3282,2023-08-22 11:30:00
3283,2023-08-22 11:35:00
3284,2023-08-22 11:40:00
3285,2023-08-22 11:45:00
3286,2023-08-22 11:50:00
3287,2023-08-22 11:55:00
3288,2023-08-22 12:00:00
3289,2023-08-22 12:05:00
3290,2023-08-22 12:10:00
3291,2023-08-22 12:15:00
3292,2023-08-22 12:20:00
3293,2023-08-22 12:25:00
3294,2023-08-22 12:30:00
3295,2023-08-22 12:35:00
3296,2023-08-22 12:40:00
3297,2023-08-22 12:45:00
3298,2023-08-22 12:50:00
3299,2023-08-22 12:55:00
3300,2023-08-22 13:00:00
3301,2023-08-22 13:05:00
3302,2023-08-22 13:10:00
3303,2023-08-22 13:15:00
3304,2023-08-22 13:20:00
3305,2023-08-22 13:25:00
3306,2023-08-22 13:30:00
3307,2023-08-22 13:35:00
3308,2023-08-22 13:40:00
3309,2023-08-22 13:45:00
3310,2023-08-22 13:50:00
3311,2023-08-22 13:55:00
3312,2023-08-24 08:00:00
3313,2023-08-24 08:05:00
3314,2023-08-24 08:10:00
3315,2023-08-24 08:15:00
3316,2023-08-24 08:20:00
3317,2023-08-24 08:25:00
3318,2023-08-24 08:30:00
3319,2023-08-24 08:35:00
3320,2023-08-24 08:40:00
3321,2023-08-24 08:45:00
3322,2023-08-24 08:50:00
3323,2023-08-24 08:55:00
3324,2023-08-24 09:00:00
3325,2023-08-24 09:05:00
3326,2023-08-24 09:10:00
3327,2023-08-24 09:15:00
3328,2023-08-24 09:20:00
3329,2023-08-24 09:25:00
3330,2023-08-24 09:30:00
3331,2023-08-24 09:35:00
3332,2023-08-24 09:40:00
3333,2023-08-24 09:45:00
3334,2023-08-24 09:50:00
3335,2023-08-24 09:55:00
3336,2023-08-24 10:00:00
3337,2023-08-24 10:05:00
3338,2023-08-24 10:10:00
3339,2023-08-24 10:15:00
3340,2023-08-24 10:20:00
3341,2023-08-24 10:25:00
3342,2023-08-24 10:30:00
3343,2023-08-24 10:35:00
3344,2023-08-24 10:40:00
3345,2023-08-24 10:45:00
3346,2023-08-24 10:50:00
3347,2023-08-24 10:55:00
3348,2023-08-24 11:00:00
3349,2023-08-24 11:05:00
3350,2023-08-24 11:10:00
3351,2023-08-24 11:15:00
3352,2023-08-24 11:20:00
3353,2023-08-24 11:25:00
3354,2023-08-24 11:30:00
3355,2023-08-24 11:35:00
3356,2023-08-24 11:40:00
3357,2023-08-24 11:45:00
3358,2023-08-24 11:50:00
3359,2023-08-24 11:55:00
3360,2023-08-24 12:00:00
3361,2023-08-24 12:05:00
3362,2023-08-24 12:10:00
3363,2023-08-24 12:15:00
3364,2023-08-24 12:20:00
3365,2023-08-24 12:25:00
3366,2023-08-24 12:30:00
3367,2023-08-24 12:35:00
3368,2023-08-24 12:40:00
3369,2023-08-24 12:45:00
3370,2023-08-24 12:50:00
3371,2023-08-24 12:55:00
3372,2023-08-24 13:00:00
3373,2023-08-24 13:05:00
3374,2023-08-24 13:10:00
3375,2023-08-24 13:15:00
3376,2023-08-24 13:20:00
3377,2023-08-24 13:25:00
3378,2023-08-24 13:30:00
3379,2023-08-24 13:35:00
3380,2023-08-24 13:40:00
3381,2023-08-24 13:45:00
3382,2023-08-24 13:50:00
3383,2023-08-24 13:55:00
3384,2023-08-25 08:00:00
3385,2023-08-25 08:05:00
3386,2023-08-25 08:10:00
3387,2023-08-25 08:15:00
3388,2023-08-25 08:20:00
3389,2023-08-25 08:25:00
3390,2023-08-25 08:30:00
3391,2023-08-25 08:35:00
3392,2023-08-25 08:40:00
3393,2023-08-25 08:45:00
3394,2023-08-25 08:50:00
3395,2023-08-25 08:55:00
3396,2023-08-25 09:00:00
3397,2023-08-25 09:05:00
3398,2023-08-25 09:10:00
3399,2023-08-25 09:15:00
3400,2023-08-25 09:20:00
3401,2023-08-25 09:25:00
3402,2023-08-25 09:30:00
3403,2023-08-25 09:35:00
3404,2023-08-25 09:40:00
3405,2023-08-25 09:45:00
3406,2023-08-25 09:50:00
3407,2023-08-25 09:55:00
3408,2023-08-25 10:00:00
3409,2023-08-25 10:05:00
3410,2023-08-25 10:10:00
3411,2023-08-25 10:15:00
3412,2023-08-25 10:20:00
3413,2023-08-25 10:25:00
3414,2023-08-25 10:30:00
3415,2023-08-25 10:35:00
3416,2023-08-25 10:40:00
3417,2023-08-25 10:45:00
3418,2023-08-25 10:50:00
3419,2023-08-25 10:55:00
3420,2023-08-25 11:00:00
3421,2023-08-25 11:05:00
3422,2023-08-25 11:10:00
3423,2023-08-25 11:15:00
3424,2023-08-25 11:20:00
3425,2023-08-25 11:25:00
3426,2023-08-25 11:30:00
3427,2023-08-25 11:35:00
3428,2023-08-25 11:40:00
3429,2023-08-25 11:45:00
3430,2023-08-25 11:50:00
3431,2023-08-25 11:55:00
3432,2023-08-25 12:00:00
3433,2023-08-25 12:05:00
3434,2023-08-25 12:10:00
3435,2023-08-25 12:15:00
3436,2023-08-25 12:20:00
3437,2023-08-25 12:25:00
3438,2023-08-25 12:30:00
3439,2023-08-25 12:35:00
3440,2023-08-25 12:40:00
3441,2023-08-25 12:45:00
3442,2023-08-25 12:50:00
3443,2023-08-25 12:55:00
3444,2023-08-25 13:00:00
3445,2023-08-25 13:05:00
3446,2023-08-25 13:10:00
3447,2023-08-25 13:15:00
3448,2023-08-25 13:20:00
3449,2023-08-25 13:25:00
3450,2023-08-25 13:30:00
3451,2023-08-25 13:35:00
3452,2023-08-25 13:40:00
3453,2023-08-25 13:45:00
3454,2023-08-25 13:50:00
3455,2023-08-25 13:55:00
3456,2023-08-26 08:00:00
3457,2023-08-26 08:05:00
3458,2023-08-26 08:10:00
3459,2023-08-26 08:15:00
3460,2023-08-26 08:20:00
3461,2023-08-26 08:25:00
3462,2023-08-26 08:30:00
3463,2023-08-26 08:35:00
3464,2023-08-26 08:40:00
3465,2023-08-26 08:45:00
3466,2023-08-26 08:50:00
3467,2023-08-26 08:55:00
3468,2023-08-26 09:00:00
3469,2023-08-26 09:05:00
3470,2023-08-26 09:10:00
3471,2023-08-26 09:15:00
3472,2023-08-26 09:20:00
3473,2023-08-26 09:25:00
3474,2023-08-26 09:30:00
3475,2023-08-26 09:35:00
3476,2023-08-26 09:40:00
3477,2023-08-26 09:45:00
3478,2023-08-26 09:50:00
3479,2023-08-26 09:55:00
3480,2023-08-26 10:00:00
3481,2023-08-26 10:05:00
3482,2023-08-26 10:10:00
3483,2023-08-26 10:15:00
3484,2023-08-26 10:20:00
3485,2023-08-26 10:25:00
3486,2023-08-26 10:30:00
3487,2023-08-26 10:35:00
3488,2023-08-26 10:40:00
3489,2023-08-26 10:45:00
3490,2023-08-26 10:50:00
3491,2023-08-26 10:55:00
3492,2023-08-26 11:00:00
3493,2023-08-26 11:05:00
3494,2023-08-26 11:10:00
3495,2023-08-26 11:15:00
3496,2023-08-26 11:20:00
3497,2023-08-26 11:25:00
3498,2023-08-26 11:30:00
3499,2023-08-26 11:35:00
3500,2023-08-26 11:40:00
3501,2023-08-26 11:45:00
3502,2023-08-26 11:50:00
3503,2023-08-26 11:55:00
3504,2023-08-26 12:00:00
3505,2023-08-26 12:05:00
3506,2023-08-26 12:10:00
3507,2023-08-26 12:15:00
3508,2023-08-26 12:20:00
3509,2023-08-26 12:25:00
3510,2023-08-26 12:30:00
3511,2023-08-26 12:35:00
3512,2023-08-26 12:40:00
3513,2023-08-26 12:45:00
3514,2023-08-26 12:50:00
3515,2023-08-26 12:55:00
3516,2023-08-26 13:00:00
3517,2023-08-26 13:05:00
3518,2023-08-26 13:10:00
3519,2023-08-26 13:15:00
3520,2023-08-26 13:20:00
3521,2023-08-26 13:25:00
3522,2023-08-26 13:30:00
3523,2023-08-26 13:35:00
3524,2023-08-26 13:40:00
3525,2023-08-26 13:45:00
3526,2023-08-26 13:50:00
3527,2023-08-26 13:55:00
3528,2023-08-27 08:00:00
3529,2023-08-27 08:05:00
3530,2023-08-27 08:10:00
3531,2023-08-27 08:15:00
3532,2023-08-27 08:20:00
3533,2023-08-27 08:25:00
3534,2023-08-27 08:30:00
3535,2023-08-27 08:35:00
3536,2023-08-27 08:40:00
3537,2023-08-27 08:45:00
3538,2023-08-27 08:50:00
3539,2023-08-27 08:55:00
3540,2023-08-27 09:00:00
3541,2023-08-27 09:05:00
3542,2023-08-27 09:10:00
3543,2023-08-27 09:15:00
3544,2023-08-27 09:20:00
3545,2023-08-27 09:25:00
3546,2023-08-27 09:30:00
3547,2023-08-27 09:35:00
3548,2023-08-27 09:40:00
3549,2023-08-27 09:45:00
3550,2023-08-27 09:50:00
3551,2023-08-27 09:55:00
3552,2023-08-27 10:00:00
3553,2023-08-27 10:05:00
3554,2023-08-27 10:10:00
3555,2023-08-27 10:15:00
3556,2023-08-27 10:20:00
3557,2023-08-27 10:25:00
3558,2023-08-27 10:30:00
